"id","name","alliance","class_de","class_en","collectorInfo","collectorNumber","corners_0_position","corners_0_smooth","corners_0_value","corners_1_position","corners_1_smooth","corners_1_value","corners_2_position","corners_2_smooth","corners_2_value","corners_3_position","corners_3_smooth","corners_3_value","cost","effect_de","effect_en","healthMod","rarity","category_de","category_en","skus_0_default","skus_0_finish","skus_0_id","skus_0_lang","skus_1_default","skus_1_finish","skus_1_id","skus_1_lang","skus_2_default","skus_2_finish","skus_2_id","skus_2_lang","skus_3_default","skus_3_finish","skus_3_id","skus_3_lang","set_0_name","set_0_number","keywords_de_0","keywords_en_0","subjectImage","tags_0","keywords_de_1","keywords_en_1","previousEffect_clarification","previousEffect_text_en","tags_1","keywords_de_2","keywords_en_2","corners_3_qualifier","skus_2_rarity","skus_4_default","skus_4_finish","skus_4_id","skus_4_lang","corners_1_qualifier","corners_0_qualifier","corners_2_qualifier","keywords_de_3","keywords_en_3","skus_2_collectorInfo","skus_2_opGroup","skus_3_collectorInfo","skus_3_opGroup","skus_3_rarity","skus_5_default","skus_5_finish","skus_5_id","skus_5_lang","keywords_de_4","keywords_en_4","keywords_de_5"
505374822,"Savage Boar Boss","Destruction","Krieger","Warrior","036/278 - 01 U","36",1,false,"Ability",2,false,"Unit",3,false,"Unit",4,false,"Ability",2,"Wenn dieser Champion eine *Beast* [einsetzt] , [dreh] sie 1 Schritt vorwärts, nachdem sie ins Spiel kommt, es sei denn, sie ist [klobig] .","When this Champion [Deploys] a *Beast* Unit, [Rotate] it 1 step forwards after it has entered play, unless it is [Clunky].",-1,"Uncommon","Champion","Champion",true,"matte","Savage_Boar_Boss","en",false,"shiny","Savage_Boar_Boss_Shiny","en",true,"matte","Savage_Boar_Boss_De","de",false,"shiny","Savage_Boar_Boss_De_Shiny","de","Champions",1,"Einsetzen","Deploy",,"Orruk","Drehen","Rotate",,,,"Klobig","Clunky",,,,,,,"Beast",,"Beast",,,,,,,,,,,,,,
-498030840,"Massive Choppa Warboss","Destruction","Krieger","Warrior","037/278 - 01 C","37",1,false,"Damage",2,false,"Unit",3,false,"Unit",4,false,"Ability",3,"Schaden durch hervorgehobene Fähigkeiten gilt als [durchschlagend] .","Damage from highlighted Abilities is done with [Rend].",0,"Common","Champion","Champion",true,"matte","Massive_Choppa_Warboss","en",false,"shiny","Massive_Choppa_Warboss_Shiny","en",true,"matte","Massive_Choppa_Warboss_De","de",false,"shiny","Massive_Choppa_Warboss_De_Shiny","de","Champions",1,"Durchschlagend","Rend","0000000100","Orruk",,,,,,,,,,,,,,,,"Grot",,,,,,,,,,,,,,
687266723,"Sneaky Grot Shaman","Destruction","Zauberer","Wizard","038/278 - 01 U","38",1,false,"Spell",2,false,"Remove",3,false,"Spell",4,false,"Spell",3,"Schaden durch die erste Ecke von hervorgehobene Einheiten gilt als [durchschlagend] .","Damage from highlighted Units' first corner is done with [Rend].",-2,"Uncommon","Champion","Champion",true,"matte","Sneaky_Grot_Shaman","en",false,"shiny","Sneaky_Grot_Shaman_Shiny","en",true,"matte","Sneaky_Grot_Shaman_De","de",false,"shiny","Sneaky_Grot_Shaman_De_Shiny","de","Champions",1,"Durchschlagend","Rend","0000001110","Grot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420378084,"Frenzied Warchanter","Destruction","Krieger","Warrior","039/278 - 01 C","39",1,false,"Ability",2,false,"Unit",3,false,"Unit",4,false,"Ability",4,"Wenn dieser Champion mit einem einzigen Schlag 6 oder mehr Schaden zufügt, erhältst du in diesem Zug 1 Zusatzaktion.","When this Champion, or a card controlled by this Champion, deals 6 or more damage from a single hit, gain 1 additional action this turn.",0,"Common","Champion","Champion",true,"matte","Frenzied_Warchanter","en",false,"shiny","Frenzied_Warchanter_Shiny","en",true,"matte","Frenzied_Warchanter_De","de",false,"shiny","Frenzied_Warchanter_De_Shiny","de","Champions",1,,,,"Orruk",,,true,"When this Champion deals 6 or more damage from a single hit, gain 1 additional action this turn.",,,,,,,,,,"Orruk",,"Grot",,,,,,,,,,,,,,
-2147208415,"Grot Shaman Spider Rider","Destruction","Zauberer","Wizard","040/278 - 01 C","40",1,false,"Spell",2,false,"Spell",3,false,"Ability",4,false,"Remove",4,"""Grot-Shamanen sind heimtückisch, böse und wahnsinnig. Ein Grot-Shaman auf einer Spinne ist genauso, nur mit mehr Beinen.""","""A grot shaman is sneaky, evil, and insane. A grot shaman on a spider is exactly the same, but with more limbs.""",0,"Common","Champion","Champion",true,"matte","Grot_Shaman_Spider_Rider","en",false,"shiny","Grot_Shaman_Spider_Rider_Shiny","en",true,"matte","Grot_Shaman_Spider_Rider_De","de",false,"shiny","Grot_Shaman_Spider_Rider_De_Shiny","de","Champions",1,,,,"Grot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2116096586,"Kunnin' Grot Shaman","Destruction","Zauberer","Wizard","041/278 - 01 R","41",1,false,"Remove",2,false,"Spell",3,false,"Ability",4,false,"Spell",4,"Wenn eine hervorgehobene feindliche Einheit im Begriff ist, dich zu besiegen, und du eine hervorgehobene verbündete Einheit im Spiel hast, ignoriere den Schaden und [entferne] stattdessen 1 dieser verbündeten Einheiten deiner Wahl.","If you are about to be defeated by a highlighted enemy and you have a highlighted, allied Unit in play, ignore that damage and instead [Remove] one of those allied Units (of your choice).",-1,"Rare","Champion","Champion",true,"matte","Kunnin_Grot_Shaman","en",false,"shiny","Kunnin_Grot_Shaman_Shiny","en",true,"matte","Kunnin_Grot_Shaman_De","de",false,"shiny","Kunnin_Grot_Shaman_De_Shiny","de","Champions",1,"Entfernen","Remove","0111001110","Grot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984096459,"Rip-Tooth Megaboss","Destruction","Krieger","Warrior","042/278 - 01 C","42",1,false,"Unit",2,false,"Damage",3,false,"Ability",4,false,"Damage",5,"Die Queste dieses Champions geht jedes Mal 1 Schritt weiter, wenn er 1 oder mehrere hervorgehobene Einheiten [entfernt] , sogar dann, wenn die Karte, die die [Entfernung] ausgelöst hat, die Queste bereits vorangebracht hat.","Progress this Champion's Quest 1 step forwards whenever it [Removes] 1 or more highlighted Units (even if the card that applied the [Remove] also progressed the Quest).",0,"Common","Champion","Champion",true,"matte","Rip-Tooth_Megaboss","en",false,"shiny","Rip-Tooth_Megaboss_Shiny","en",true,"matte","Rip-Tooth_Megaboss_De","de",false,"shiny","Rip-Tooth_Megaboss_De_Shiny","de","Champions",1,"Entfernen","Remove","11110000","Orruk","Entfernen","Remove",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612278816,"Warboss Recruiter","Destruction","Krieger","Warrior","043/278 - 01 U","43",1,false,"Damage",2,false,"Unit",3,false,"Unit",4,false,"Remove",5,"[Heldentat] : [Zieh] 1 Karte offen. Wenn sie eine *Orruk* ist, darfst du sie auf diesen Champion [einsetzen] .","[Heroic Act]: [Draw] 1 card face up. If it is an *Orruk* Unit, you may [Deploy] it onto this Champion.",1,"Uncommon","Champion","Champion",true,"matte","Warboss_Recruiter","en",false,"shiny","Warboss_Recruiter_Shiny","en",true,"matte","Warboss_Recruiter_De","de",false,"shiny","Warboss_Recruiter_De_Shiny","de","Champions",1,"Heldentat","Heroic Act",,"Orruk","Ziehen","Draw",,,,"Einsetzen","Deploy",,,,,,,"Orruk",,,,,,,,,,,,,,,,
2027138406,"Snazzgar Stinkmullett","Destruction","Zauberer","Wizard","044/278 - 01 R","44",1,false,"Spell",2,false,"Spell",3,false,"Ability",4,false,"Heal",6,"[Heldentat] : [Dreh] einen hervorgehobenen Zauber auf die letzte Ecke. Diese Heldentat kann nur einmal pro Spiel genutzt werden.","[Heroic Act]: [Rotate] a highlighted Spell to its last corner. This Heroic Act can only be used once per game.",-1,"Rare","Champion","Champion",true,"matte","Snazzgar_Stinkmullett","en",false,"shiny","Snazzgar_Stinkmullett_Shiny","en",true,"matte","Snazzgar_Stinkmullett_De","de",false,"shiny","Snazzgar_Stinkmullett_De_Shiny","de","Champions",1,"Heldentat","Heroic Act","0000000100","Grot","Drehen","Rotate",,,"Unique",,,,,,,,,,,,,,,,,,,,,,,,,
-118250141,"Bonesplitter Shaman","Destruction","Zauberer","Wizard","045/278 - 01 U","45",1,false,"Heal",2,false,"Spell",3,false,"Ability",4,false,"Spell",7,"Wenn eine hervorgehobene *Orruk* [Unterstützung] 2 hat, erhöht sich Schaden durch die Zauber dieses Helden um 3.","While a highlighted *Orruk* Unit has [Support] 2, increase this Champion's damage done with Spells by 3.",-1,"Uncommon","Champion","Champion",true,"matte","Bonesplitter_Shaman","en",false,"shiny","Bonesplitter_Shaman_Shiny","en",true,"matte","Bonesplitter_Shaman_De","de",false,"shiny","Bonesplitter_Shaman_De_Shiny","de","Champions",1,"Unterstützung","Support","0000001010","Orruk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-444157100,"Loud-Mouthed Megaboss","Destruction","Krieger","Warrior","046/278 - 01 R","46",1,false,"Unit",2,false,"Damage",3,false,"Ability",4,false,"Unit",8,"[Heldentat] : [Dreh] eine hervorgehobene Einheit 2 Schritte vorwärts.","[Heroic Act]: [Rotate] a highlighted Unit 2 steps forwards.",1,"Rare","Champion","Champion",true,"matte","Loud-Mouthed_Megaboss","en",false,"shiny","Loud-Mouthed_Megaboss_Shiny","en",true,"matte","Loud-Mouthed_Megaboss_De","de",false,"shiny","Loud-Mouthed_Megaboss_De_Shiny","de","Champions",1,"Heldentat","Heroic Act","0000000100","Orruk","Drehen","Rotate",,,,,,,,,,,,,"Orruk",,,,,,,,,,,,,,,
-806608024,"Megaboss on Maw-Krusha","Destruction","Krieger","Warrior","047/278 - 01 R","47",1,false,"Damage",2,false,"Remove",3,false,"Damage",4,false,"Ability",8,"Wenn dieser Champion 1 oder mehrere hervorgehobene Einheiten [entfernt] , erhältst du in diesem Zug 1 Zusatzaktion.","When this Champion, or a card controlled by this Champion, [Removes] 1 or more highlighted Units, gain 1 additional action this turn.",2,"Rare","Champion","Champion",true,"matte","Megaboss_on_Maw-Krusha","en",false,"shiny","Megaboss_on_Maw-Krusha_Shiny","en",true,"matte","Megaboss_on_Maw-Krusha_De","de",false,"shiny","Megaboss_on_Maw-Krusha_De_Shiny","de","Champions",1,"Entfernen","Remove","11110000","Orruk",,,true,"When this Champion [Removes] 1 or more highlighted Units, gain 1 additional action this turn.",,,,,,,,,,,,,,,,,,,,,,,,,,
-1999212533,"Gordrakk, Fist of Gork","Destruction","Krieger","Warrior","048/278 - 01 R","48",1,false,"Damage",2,false,"Unit",3,false,"Ability",4,false,"Unit",12,"Wenn der hervorgehobene Champion ein Zauberer ist, erhöht sich Schaden, den dieser Champion durch Fähigkeiten verursacht, um 2.
[Heldentat] : [Drehe] alle deine *Orruk*-Einheiten auf ihre letzte Ecke. Diese Heldentat kann nur einmal pro Spiel genutzt werden.","If the highlighted Champion is a Wizard, increase this Champion's damage done from Abilities by 2.
[Heroic Act]: [Rotate] all your *Orruk* Units to their final corner. This Heroic Act can only be used once per game.",2,"Rare","Champion","Champion",true,"matte","Gordrakk_Fist_of_Gork","en",false,"shiny","Gordrakk_Fist_of_Gork_Shiny","en",false,"shiny","Gordrakk_Fist_of_Gork_Founder_Shiny","en",true,"matte","Gordrakk_Fist_of_Gork_De","de","Champions",1,"Heldentat","Heroic Act","0010000000","Orruk","Drehen","Rotate",false,"If the highlighted Champion is a Wizard, increase this Champion's damage done from Abilities by 2.
[Heroic_Act]: [Rotate] all your Units to their final corner. This Heroic Act can only be used once per game.","Unique",,,,"Exclusive",false,"shiny","Gordrakk_Fist_of_Gork_De_Shiny","de",,,,,,,,,,,,,,,,,
-1617466758,"Liberator-Prime","Order","Krieger","Warrior","049/278 - 01 C","49",1,false,"Damage",2,false,"Unit",3,false,"Ability",4,false,"Unit",1,"""Tapfer und unnachgiebig: Die Liberators sind Sigmars Hammer in menschlicher Gestalt.""","""Stalwart and unyielding, the Liberators are the hammer of Sigmar in human form.""",1,"Common","Champion","Champion",true,"matte","Liberator-Prime","en",false,"shiny","Liberator-Prime_Shiny","en",true,"matte","Liberator-Prime_De","de",false,"shiny","Liberator-Prime_De_Shiny","de","Champions",1,,,,"Stormcast",,,,,,,,"Stormcast",,,,,,,,,,,,,,,,,,,,,,
-1707437642,"Knight-Azyros","Order","Krieger","Warrior","050/278 - 01 C","50",1,false,"Unit",2,false,"Ability",3,false,"Damage",4,false,"Unit",2,"Wenn dieser Champion [unbesetzt] ist, gilt Schaden durch hervorgehobenen Einheiten als [durchschlagend] ,","While this Champion is [Disengaged], damage from highlighted Units is done with [Rend].",-2,"Common","Champion","Champion",true,"matte","Knight-Azyros","en",false,"shiny","Knight-Azyros_Shiny","en",true,"matte","Knight-Azyros_De","de",false,"shiny","Knight-Azyros_De_Shiny","de","Champions",1,"Unbesetzt","Disengaged","0000001010","Stormcast","Durchschlagend","Rend",,,,,,"Stormcast",,,,,,,,,,,,,,,,,,,,,,
500494779,"Lochian Prince","Order","Krieger","Warrior","051/278 - 01 C","51",1,false,"Unit",2,false,"Ability",3,false,"Damage",4,false,"Unit",2,"Ignoriere jeglichen [durchschlagenden] Schaden durch die Einheiten des hervorgehobenen Champions.","Ignore any [Rend] from the highlighted Champion's Units.",0,"Common","Champion","Champion",true,"matte","Lochian_Prince","en",false,"shiny","Lochian_Prince_Shiny","en",true,"matte","Lochian_Prince_De","de",false,"shiny","Lochian_Prince_De_Shiny","de","Champions",1,"Durchschlagend","Rend","0010000000","Aelf",,,,,,,,"Aelf",,,,,,,,,,,,,,,,,,,,,,
1093545943,"Isharann Soulrender","Order","Krieger","Warrior","052/278 - 01 U","52",1,false,"Ability",2,false,"Remove",3,false,"Unit",4,false,"Remove",3,"Wenn dieser Champion eine hervorgehobene feindliche Einheit [entfernt] , darfst du 1 *Aelf* vom Ablagestapel (mit den üblichen Einschränkungen) auf einen hervorgehobenen verbündeten Champion [einsetzen] .","When this Champion, or a card controlled by this champion, [Removes] a highlighted enemy Unit, you may [Deploy] 1 *Aelf* Unit from the discard pile onto a highlighted allied Champion (normal restrictions apply).",-2,"Uncommon","Champion","Champion",true,"matte","Isharann_Soulrender","en",false,"shiny","Isharann_Soulrender_Shiny","en",true,"matte","Isharann_Soulrender_De","de",false,"shiny","Isharann_Soulrender_De_Shiny","de","Champions",1,"Entfernen","Remove","0010001110","Aelf","Einsetzen","Deploy",true,"When this Champion [Removes] a highlighted enemy Unit, you may [Deploy] 1 *Aelf* Unit from the discard pile onto a highlighted allied Champion (normal restrictions apply).",,,,,,,,,,,,,,,,,,,,,,,,,,
-2013088496,"Lotann","Order","Krieger","Warrior","053/278 - 01 R","53",1,false,"Unit",2,false,"Ability",3,false,"Unit",4,false,"Unit",3,"Wenn dieser Champion eine *Beast* kontrolliert, erhöht sich der Schaden durch hervorgehobene *Aelf* um 1.","While this Champion controls a *Beast* Unit, increase the damage done from highlighted *Aelf* Units by 1.",0,"Rare","Champion","Champion",true,"matte","Lotann","en",false,"shiny","Lotann_Shiny","en",true,"matte","Lotann_De","de",false,"shiny","Lotann_De_Shiny","de","Champions",1,,,"0000001110","Aelf",,,,,"Unique",,,"Beast",,,,,,,,,,,,,,,,,,,,,,
1765758599,"Knight-Heraldor","Order","Zauberer","Warrior","054/278 - 01 C","54",1,false,"Unit",2,false,"Unit",3,false,"Unit",4,false,"Ability",4,"[Heldentat] : [Dreh] eine hervorgehobene *Stormcast* 1 Schritt vorwärts.","[Heroic Act]: [Rotate] a highlighted *Stormcast* Unit 1 step forwards.",0,"Common","Champion","Champion",true,"matte","Knight-Heraldor","en",false,"shiny","Knight-Heraldor_Shiny","en",true,"matte","Knight-Heraldor_De","de",false,"shiny","Knight-Heraldor_De_Shiny","de","Champions",1,"Heldentat","Heroic Act","0000001110","Stormcast","Drehen","Rotate",,,,,,,,,,,,"Stormcast","Stormcast",,,,,,,,,,,,,,,
2088547057,"Lord-Veritant","Order","Krieger","Wizard","055/278 - 01 C","55",1,false,"Damage",2,false,"Unit",3,false,"Spell",4,false,"Unit",4,"Dieser Champion kann *Beast* [einsetzen] .","This Champion can [Deploy] *Beast* Units.",-1,"Common","Champion","Champion",true,"matte","Lord-Veritant","en",false,"shiny","Lord-Veritant_Shiny","en",true,"matte","Lord-Veritant_De","de",false,"shiny","Lord-Veritant_De_Shiny","de","Champions",1,"Einsetzen","Deploy",,"Stormcast",,,,,,,,"Beast",,,,,,"Beast",,,,,,,,,,,,,,,,
1120467397,"Isharann Soulscryer","Order","Zauberer","Wizard","056/278 - 01 U","56",1,false,"Spell",2,false,"Ability",3,false,"Spell",4,false,"Remove",5,"[Heldentat] : [Dreh] eine hervorgehobene *Aelf* um 1 Schritt vorwärts.","[Heroic Act]: [Rotate] a highlighted *Aelf* Unit 1 step forwards.",-2,"Uncommon","Champion","Champion",true,"matte","Isharann_Soulscryer","en",false,"shiny","Isharann_Soulscryer_Shiny","en",true,"matte","Isharann_Soulscryer_De","de",false,"shiny","Isharann_Soulscryer_De_Shiny","de","Champions",1,"Heldentat","Heroic Act","0000001010","Aelf","Drehen","Rotate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
-522781276,"Protector-Prime","Order","Krieger","Warrior","057/278 - 01 C","57",1,false,"Unit",2,false,"Ability",3,false,"Ability",4,false,"Damage",5,"Schaden durch Einheiten des hervorgehobenen Helden verringert sich um 1.","Reduce damage received from the highlighted Champion's Units by 1.",-1,"Common","Champion","Champion",true,"matte","Protector-Prime","en",false,"shiny","Protector-Prime_Shiny","en",true,"matte","Protector-Prime_De","de",false,"shiny","Protector-Prime_De_Shiny","de","Champions",1,,,"0010000000","Stormcast",,,,,,,,,,,,,,,"Stormcast",,,,,,,,,,,,,,,
-759990052,"Lord-Relictor","Order","Zauberer","Wizard","058/278 - 01 U","58",1,false,"Heal",2,false,"Spell",3,false,"Ability",4,false,"Spell",6,"Wenn dieser Champion oder eine Karte, die er kontrolliert, dir 4 oder mehr Lebenspunkte einbringt, darfst du 1 hervorgehobene Einheit 1 Schritt zurück [drehen] .","When this Champion, or a card controlled by this Champion, grants you 4 or more health, you may [Rotate] a highlighted Unit 1 step backwards.",-1,"Uncommon","Champion","Champion",true,"matte","Lord-Relictor","en",false,"shiny","Lord-Relictor_Shiny","en",true,"matte","Lord-Relictor_De","de",false,"shiny","Lord-Relictor_De_Shiny","de","Champions",1,"Drehen","Rotate","0000001010","Stormcast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-774664458,"Vandus Hammerhand","Order","Krieger","Warrior","059/278 - 01 R","59",1,false,"Damage",2,false,"Unit",3,false,"Remove",4,false,"Damage",6,"Wenn eine Einheit, die dieser Champion kontrolliert, von deinem Gegner [entfernt] wird, füge ihm 3 Schaden zu.","When a Unit controlled by this Champion is [Removed] by your Opponent, deal 3 damage to them.",2,"Rare","Champion","Champion",true,"matte","Vandus_Hammerhand","en",false,"shiny","Vandus_Hammerhand_Shiny","en",true,"matte","Vandus_Hammerhand_De","de",false,"shiny","Vandus_Hammerhand_De_Shiny","de","Champions",1,"Entfernen","Remove",,"Stormcast",,,,,"Unique",,,,,,,,,,,,,,,,,,,,,,,,,
64356147,"Lord-Aquilor","Order","Krieger","Warrior","060/278 - 01 U","60",1,false,"Damage",2,false,"Unit",3,false,"Unit",4,false,"Unit",7,"Am Ende der Auslegephase darfst du die Positionen von zwei hervorgehobenen Champions vertauschen.","At the end of the Champion Placement Phase, you may swap the position of two highlighted Champions.",1,"Uncommon","Champion","Champion",true,"matte","Lord-Aquilor","en",false,"shiny","Lord-Aquilor_Shiny","en",true,"matte","Lord-Aquilor_De","de",false,"shiny","Lord-Aquilor_De_Shiny","de","Champions",1,,,"0111000000","Stormcast",,,,,,,,"Beast",,,,,,,,,,,,,,,,,,,,,,
1918730489,"Lord-Castellant","Order","Krieger","Warrior","061/278 - 01 U","61",1,false,"Unit",2,false,"Unit",3,false,"Unit",4,false,"Heal",8,"Wenn du durch eine hervorgehobene Einheit 1 oder mehr Schaden nimmst und dieser Champion eine *Beast* kontrolliert, füge deinem Gegner 3 Schaden zu.","When you take 1 or more damage from a highlighted Unit, if this Champion controls a *Beast* Unit, deal 3 damage to your Opponent.",1,"Uncommon","Champion","Champion",true,"matte","Lord-Castellant","en",false,"shiny","Lord-Castellant_Shiny","en",true,"matte","Lord-Castellant_De","de",false,"shiny","Lord-Castellant_De_Shiny","de","Champions",1,,,"0010000000","Stormcast",,,,,,,,,,,,,,"Beast",,,,,,,,,,,,,,,,
-1416742611,"Vorrus Starstrike","Order","Krieger","Warrior","062/278 - 01 R","62",1,false,"Unit",2,false,"Ability",3,false,"Ability",4,false,"Unit",8,"[Heldentat] : [Starte] hervorgehobene *Stormcast* [neu] . Diese Heldentat kann nur einmal pro Spiel genutzt werden.","[Heroic Act]: [Restart] highlighted *Stormcast* Units. This Heroic Act can only be used once per game.",2,"Rare","Champion","Champion",true,"matte","Vorrus_Starstrike","en",false,"shiny","Vorrus_Starstrike_Shiny","en",true,"matte","Vorrus_Starstrike_De","de",false,"shiny","Vorrus_Starstrike_De_Shiny","de","Champions",1,"Heldentat","Heroic Act","00001111","Stormcast","Neu Starten","Restart",,,"Unique","Neu Starten",,"Stormcast",,,,,,,"Stormcast",,,,,,,,,,,,,,,
1016311647,"Aspect of the Sea","Order","Zauberer","Wizard","063/278 - 01 R","63",1,false,"Spell",2,false,"Heal",3,false,"Spell",4,false,"Damage",11,"Wenn dieser Champion einen Zauber kontrolliert, [ruhen] alle hervorgehobenen Einheiten.","While this Champion controls a Spell, any highlighted Units are [Dormant].",-1,"Rare","Champion","Champion",true,"matte","Aspect_of_the_Sea","en",false,"shiny","Aspect_of_the_Sea_Shiny","en",true,"matte","Aspect_of_the_Sea_De","de",false,"shiny","Aspect_of_the_Sea_De_Shiny","de","Champions",1,"Ruhen","Dormant","0010000000","Aelf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-139006627,"Celestant-Prime","Order","Krieger-Zauberer","Warrior Wizard","064/278 - 01 R","64",1,false,"Unit",2,false,"Unit",3,false,"Spell",4,false,"Heal",12,"[Heldentat] : Schau dir die obersten 2 Karten deines Decks an. Nimm 1 davon auf die Hand und lege die andere unter dein Deck.","[Heroic Act]: Look at the top 2 cards of your deck and move 1 into your hand and the other to the bottom of your deck.",2,"Rare","Champion","Champion",true,"matte","Celestant-Prime","en",false,"shiny","Celestant-Prime_Shiny","en",false,"shiny","Celestant-Prime_Founder_Shiny","en",true,"matte","Celestant-Prime_De","de","Champions",1,"Heldentat","Heroic Act",,"Stormcast",,,,,"Unique",,,,"Exclusive",false,"shiny","Celestant-Prime_De_Shiny","de","Stormcast",,,,,,,,,,,,,,,,
-513512609,"Acolyte Scroll Bearer","Chaos",,,"065/278 - 01 U","65",1,true,"1",2,true,"1",3,true,"1",4,true,"1",,"Füge deinem Gegner X Schaden zu.
Der Champion, der diese Einheit kontrolliert, kann Fähigkeitskarten [ausspielen] , die einen Zauberer voraussetzen. In diesem Fall nimmst du 1 Schaden.","X damage to your Opponent.
The Champion controlling this Unit can [Play] Ability cards that require a Wizard. When they do, deal 1 damage to yourself.",,"Uncommon","Einheit","Unit",true,"matte","Acolyte_Scroll_Bearer","en",false,"shiny","Acolyte_Scroll_Bearer_Shiny","en",true,"matte","Acolyte_Scroll_Bearer_De","de",false,"shiny","Acolyte_Scroll_Bearer_De_Shiny","de","Champions",1,"Ausspielen","Play",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1195143965,"Blood Warrior Berserker","Chaos",,,"066/278 - 01 U","66",1,true,"X",2,true,"1",3,true,"2",,,,,"Füge deinem Gegner X Schaden zu.
Schaden, den hervorgehobene Einheiten deinem Gegner zufügen, erhöht sich um X.","X damage to your Opponent.
Increase damage done to your Opponent from highlighted Units by X.",,"Uncommon","Einheit","Unit",true,"matte","Blood_Warrior_Berserker","en",false,"shiny","Blood_Warrior_Berserker_Shiny","en",true,"matte","Blood_Warrior_Berserker_De","de",false,"shiny","Blood_Warrior_Berserker_De_Shiny","de","Champions",1,,,"0000001010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-88476910,"Bloodfury Wrathmonger","Chaos",,,"067/278 - 01 R","67",1,true,"2",2,true,"2",3,true,"2",,,,,"Füge deinem Gegner X Schaden zu.
Du nimmst 1 Schaden.
[Letztes Hurra] : [Entferne] eine hervorgehobene Einheit.","X damage to your Opponent.
1 damage to yourself.
[Last Stand]: [Remove] a highlighted Unit.",,"Rare","Einheit","Unit",true,"matte","Bloodfury_Wrathmonger","en",false,"shiny","Bloodfury_Wrathmonger_Shiny","en",true,"matte","Bloodfury_Wrathmonger_De","de",false,"shiny","Bloodfury_Wrathmonger_De_Shiny","de","Champions",1,"Letztes Hurra","Last Stand","0010000000",,"Entfernen","Remove",,,,,,,,,,,,,,,,,,,,,,,,,,,,
-866476863,"Capricious Flamer","Chaos",,,"068/278 - 01 U","68",1,true,"X",2,true,"3",3,true,"4",,,,,"Füge deinem Gegner X Schaden zu. Der Schaden darf jedoch nicht größer sein als der Wert der aktuellen Ecke der hervorgehobenen Einheit (wenn es eine gibt).","X damage to your Opponent. This damage cannot exceed the highlighted Unit's current corner value (if there is one).",,"Uncommon","Einheit","Unit",true,"matte","Capricious_Flamer","en",false,"shiny","Capricious_Flamer_Shiny","en",true,"matte","Capricious_Flamer_De","de",false,"shiny","Capricious_Flamer_De_Shiny","de","Champions",1,,,"0010000000","Daemon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-162023747,"Charging Bloodcrusher","Chaos",,,"069/278 - 01 C","69",1,true,"X",2,true,"X",3,true,"2",,,,,"[Entferne] eine hervorgehobene Einheit.
Füge deinem Gegner X Schaden zu.
Der hervorgehobene Champion kann keine Fähigkeiten benutzen.","[Remove] a highlighted Unit.
X damage to your Opponent.
The highlighted Champion cannot use Abilities.",,"Common","Einheit","Unit",true,"matte","Charging_Bloodcrusher","en",false,"shiny","Charging_Bloodcrusher_Shiny","en",true,"matte","Charging_Bloodcrusher_De","de",false,"shiny","Charging_Bloodcrusher_De_Shiny","de","Champions",1,"Entfernen","Remove","0010000000","Daemon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1519111888,"Fanatical Skullfiend","Chaos",,,"070/278 - 01 C","70",1,true,"1",2,true,"3",3,true,"1",4,true,"3",,"Ecke 1 und 3: Nimm X Schaden.
Ecke 2 und 4: Füge deinem Gegner X Schaden zu.
[Letztes Hurra] : Füge deinem Gegner 2 Schaden zu.","Corners 1 and 3: X damage to yourself.
Corners 2 and 4: X damage to your Opponent.
[Last Stand]: 2 damage to your Opponent.",,"Common","Einheit","Unit",true,"matte","Fanatical_Skullfiend","en",false,"shiny","Fanatical_Skullfiend_Shiny","en",true,"matte","Fanatical_Skullfiend_De","de",false,"shiny","Fanatical_Skullfiend_De_Shiny","de","Champions",1,"Letztes Hurra","Last Stand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2055606991,"Fearless Khorgoraths","Chaos",,,"071/278 - 01 R","71",1,true,"2",2,true,"1",,,,,,,,"Füge deinem Gegner X Schaden zu.
Der hervorgehobene Champion kann keine Einheiten [einsetzen] .","X damage to your Opponent.
The highlighted Champion cannot [Deploy] Units.",,"Rare","Einheit","Unit",true,"matte","Fearless_Khorgoraths","en",false,"shiny","Fearless_Khorgoraths_Shiny","en",true,"matte","Fearless_Khorgoraths_De","de",false,"shiny","Fearless_Khorgoraths_De_Shiny","de","Champions",1,"Einsetzen","Deploy","0010000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
